Year,Network,School_ID,School_Name,White_n,White_pct,Black_n,Black_pct,Asian_n,Asian_pct,NativeAmerican_n,NativeAmerican_pct,Hispanic_n,Hispanic_pct,Mexican_n,Mexican_pct,PuertoRican_n,PuertoRican_pct,Cuban_n,Cuban_pct,OtherHispanic_n,OtherHispanic_pct,MENA_n,MENA_pct,Multiracial_n,Multiracial_pct,Hawaiian/Pacific Islander_n,Hawaiian/Pacific Islander_pct,Asian/Pacific Islander (Retired)_n,Asian/Pacific Islander (Retired)_pct,Not Available_n,Not Available_pct
2016-2017,,,,71.0,17.3,248.0,60.3,21.0,5.109,1.0,0.2433,52.0,12.7,,,,,,,,,,,14.0,3.41,2.0,0.4866,0.0,0.0,2.0,0.487
2016-2017,,,,140.0,39.7,24.0,6.8,18.0,5.099,1.0,0.2833,133.0,37.7,,,,,,,,,,,37.0,10.48,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,4.0,0.8,362.0,75.7,3.0,0.628,1.0,0.2092,98.0,20.5,,,,,,,,,,,4.0,0.84,2.0,0.4184,0.0,0.0,4.0,0.837
2016-2017,,,,377.0,45.1,124.0,14.8,133.0,15.909,1.0,0.1196,138.0,16.5,,,,,,,,,,,58.0,6.94,1.0,0.1196,0.0,0.0,4.0,0.478
2016-2017,,,,3.0,1.0,259.0,90.6,0.0,0.0,0.0,0.0,19.0,6.6,,,,,,,,,,,1.0,0.35,1.0,0.3497,0.0,0.0,3.0,1.049
2016-2017,,,,5.0,5.4,40.0,43.0,2.0,2.151,0.0,0.0,44.0,47.3,,,,,,,,,,,1.0,1.08,1.0,1.0753,0.0,0.0,0.0,0.0
2016-2017,,,,9.0,2.0,33.0,7.2,0.0,0.0,0.0,0.0,415.0,90.6,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.218
2016-2017,,,,2.0,0.3,4.0,0.5,0.0,0.0,1.0,0.1259,787.0,99.1,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,3.0,0.6,91.0,16.7,0.0,0.0,1.0,0.1838,446.0,82.0,,,,,,,,,,,0.0,0.0,3.0,0.5515,0.0,0.0,0.0,0.0
2016-2017,,,,4.0,0.5,100.0,11.9,0.0,0.0,2.0,0.2372,736.0,87.3,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.119
2016-2017,,,,9.0,0.9,1.0,0.1,0.0,0.0,1.0,0.0966,1024.0,98.9,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,1.0,0.3,1.0,0.3,0.0,0.0,1.0,0.2976,333.0,99.1,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,2.0,0.3,5.0,0.8,0.0,0.0,0.0,0.0,653.0,98.9,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,2.0,0.7,45.0,14.8,0.0,0.0,1.0,0.3289,255.0,83.9,,,,,,,,,,,1.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,3.0,0.7,6.0,1.5,1.0,0.244,0.0,0.0,398.0,97.3,,,,,,,,,,,1.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,17.0,2.2,9.0,1.2,1.0,0.129,4.0,0.5175,738.0,95.5,,,,,,,,,,,1.0,0.13,3.0,0.3881,0.0,0.0,0.0,0.0
2016-2017,,,,5.0,1.4,33.0,9.0,2.0,0.548,0.0,0.0,320.0,87.7,,,,,,,,,,,5.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,2.0,0.7,1.0,0.4,0.0,0.0,0.0,0.0,266.0,98.9,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,5.0,0.8,2.0,0.3,0.0,0.0,1.0,0.1678,586.0,98.3,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.336
2016-2017,,,,2.0,0.3,2.0,0.3,0.0,0.0,0.0,0.0,590.0,99.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.336
2016-2017,,,,14.0,1.3,1.0,0.1,1.0,0.089,5.0,0.4472,1096.0,98.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.089
2016-2017,,,,2.0,0.7,34.0,11.7,1.0,0.344,1.0,0.3436,250.0,85.9,,,,,,,,,,,2.0,0.69,0.0,0.0,0.0,0.0,1.0,0.344
2016-2017,,,,12.0,2.5,13.0,2.7,0.0,0.0,0.0,0.0,450.0,94.7,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,2.0,0.3,23.0,3.7,2.0,0.326,1.0,0.1629,584.0,95.1,,,,,,,,,,,2.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,1.0,0.1,5.0,0.6,0.0,0.0,1.0,0.1199,827.0,99.2,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,2.0,0.6,6.0,1.9,3.0,0.965,0.0,0.0,300.0,96.5,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,5.0,0.5,21.0,1.9,0.0,0.0,4.0,0.3687,1050.0,96.8,,,,,,,,,,,2.0,0.18,0.0,0.0,0.0,0.0,3.0,0.276
2016-2017,,,,1.0,0.4,38.0,15.1,0.0,0.0,2.0,0.7968,205.0,81.7,,,,,,,,,,,1.0,0.4,0.0,0.0,0.0,0.0,4.0,1.594
2016-2017,,,,4.0,0.7,8.0,1.4,1.0,0.176,2.0,0.3521,553.0,97.4,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,3.0,0.6,10.0,2.0,2.0,0.406,2.0,0.4057,474.0,96.1,,,,,,,,,,,1.0,0.2,0.0,0.0,0.0,0.0,1.0,0.203
2016-2017,,,,8.0,2.2,41.0,11.4,5.0,1.389,1.0,0.2778,303.0,84.2,,,,,,,,,,,2.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,1.0,0.2,20.0,3.3,1.0,0.164,0.0,0.0,587.0,96.1,,,,,,,,,,,2.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,2.0,1.2,1.0,0.6,0.0,0.0,1.0,0.6173,158.0,97.5,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,0.0,0.0,6.0,2.1,0.0,0.0,0.0,0.0,280.0,97.2,,,,,,,,,,,2.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,13.0,3.0,52.0,12.1,1.0,0.234,0.0,0.0,342.0,79.9,,,,,,,,,,,2.0,0.47,0.0,0.0,0.0,0.0,18.0,4.206
2016-2017,,,,3.0,0.9,29.0,8.5,0.0,0.0,0.0,0.0,308.0,90.6,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,4.0,0.8,17.0,3.6,0.0,0.0,0.0,0.0,453.0,95.6,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,16.0,1.5,33.0,3.2,59.0,5.651,1.0,0.0958,934.0,89.5,,,,,,,,,,,0.0,0.0,1.0,0.0958,0.0,0.0,0.0,0.0
2016-2017,,,,8.0,1.6,9.0,1.8,10.0,2.041,1.0,0.2041,460.0,93.9,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.408
2016-2017,,,,7.0,0.9,11.0,1.4,10.0,1.239,0.0,0.0,777.0,96.3,,,,,,,,,,,1.0,0.12,1.0,0.1239,0.0,0.0,0.0,0.0
2016-2017,,,,15.0,1.3,6.0,0.5,2.0,0.172,3.0,0.2575,1134.0,97.3,,,,,,,,,,,4.0,0.34,0.0,0.0,0.0,0.0,1.0,0.086
2016-2017,,,,8.0,4.0,5.0,2.5,5.0,2.5,0.0,0.0,178.0,89.0,,,,,,,,,,,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,25.0,8.9,167.0,59.6,5.0,1.786,0.0,0.0,77.0,27.5,,,,,,,,,,,6.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,1.0,0.4,107.0,42.5,0.0,0.0,0.0,0.0,143.0,56.7,,,,,,,,,,,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,13.0,4.3,3.0,1.0,6.0,1.98,1.0,0.33,278.0,91.7,,,,,,,,,,,2.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,3.0,0.9,142.0,42.3,0.0,0.0,1.0,0.2976,187.0,55.7,,,,,,,,,,,2.0,0.6,1.0,0.2976,0.0,0.0,0.0,0.0
2016-2017,,,,8.0,0.8,15.0,1.4,1.0,0.096,3.0,0.2871,1013.0,96.9,,,,,,,,,,,2.0,0.19,0.0,0.0,0.0,0.0,3.0,0.287
2016-2017,,,,11.0,1.6,6.0,0.9,0.0,0.0,2.0,0.289,673.0,97.3,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,24.0,2.5,5.0,0.5,0.0,0.0,0.0,0.0,925.0,96.7,,,,,,,,,,,2.0,0.21,0.0,0.0,0.0,0.0,1.0,0.104
2016-2017,,,,8.0,1.2,10.0,1.5,2.0,0.306,3.0,0.4587,629.0,96.2,,,,,,,,,,,0.0,0.0,1.0,0.1529,0.0,0.0,1.0,0.153
2016-2017,,,,15.0,3.1,9.0,1.9,1.0,0.208,0.0,0.0,451.0,93.8,,,,,,,,,,,1.0,0.21,1.0,0.2079,0.0,0.0,3.0,0.624
2016-2017,,,,6.0,1.0,53.0,8.7,3.0,0.492,0.0,0.0,545.0,89.3,,,,,,,,,,,3.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,20.0,2.2,10.0,1.1,8.0,0.897,4.0,0.4484,847.0,95.0,,,,,,,,,,,3.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,53.0,4.2,9.0,0.7,7.0,0.553,7.0,0.5529,1180.0,93.2,,,,,,,,,,,6.0,0.47,0.0,0.0,0.0,0.0,4.0,0.316
2016-2017,,,,71.0,2.4,369.0,12.5,87.0,2.948,11.0,0.3728,2405.0,81.5,,,,,,,,,,,8.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,17.0,2.2,11.0,1.4,2.0,0.258,0.0,0.0,745.0,96.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.129
2016-2017,,,,25.0,4.5,16.0,2.9,16.0,2.888,1.0,0.1805,493.0,89.0,,,,,,,,,,,3.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,4.0,0.7,57.0,9.3,0.0,0.0,0.0,0.0,550.0,89.9,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.163
2016-2017,,,,20.0,1.2,9.0,0.5,0.0,0.0,5.0,0.3012,1624.0,97.8,,,,,,,,,,,1.0,0.06,0.0,0.0,0.0,0.0,1.0,0.06
2016-2017,,,,12.0,1.2,8.0,0.8,3.0,0.296,4.0,0.3945,985.0,97.1,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.197
2016-2017,,,,31.0,1.5,75.0,3.6,274.0,13.205,3.0,0.1446,1684.0,81.2,,,,,,,,,,,5.0,0.24,2.0,0.0964,0.0,0.0,1.0,0.048
2016-2017,,,,11.0,6.8,0.0,0.0,7.0,4.348,0.0,0.0,141.0,87.6,,,,,,,,,,,2.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,23.0,5.9,63.0,16.2,2.0,0.513,1.0,0.2564,297.0,76.2,,,,,,,,,,,1.0,0.26,1.0,0.2564,0.0,0.0,2.0,0.513
2016-2017,,,,9.0,1.2,1.0,0.1,0.0,0.0,0.0,0.0,723.0,98.0,,,,,,,,,,,1.0,0.14,0.0,0.0,0.0,0.0,4.0,0.542
2016-2017,,,,13.0,3.7,322.0,90.7,4.0,1.127,1.0,0.2817,14.0,3.9,,,,,,,,,,,1.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,12.0,3.6,287.0,87.0,2.0,0.606,0.0,0.0,23.0,7.0,,,,,,,,,,,5.0,1.52,1.0,0.303,0.0,0.0,0.0,0.0
2016-2017,,,,0.0,0.0,367.0,97.6,2.0,0.532,0.0,0.0,7.0,1.9,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,0.0,0.0,329.0,96.2,0.0,0.0,0.0,0.0,10.0,2.9,,,,,,,,,,,2.0,0.58,1.0,0.2924,0.0,0.0,0.0,0.0
2016-2017,,,,0.0,0.0,278.0,97.5,1.0,0.351,0.0,0.0,5.0,1.8,,,,,,,,,,,1.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,1.0,0.4,232.0,97.9,0.0,0.0,0.0,0.0,2.0,0.8,,,,,,,,,,,2.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,3.0,0.5,603.0,93.9,6.0,0.935,0.0,0.0,25.0,3.9,,,,,,,,,,,5.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,2.0,0.5,424.0,97.5,0.0,0.0,0.0,0.0,7.0,1.6,,,,,,,,,,,2.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,2.0,0.1,1315.0,97.2,1.0,0.074,3.0,0.2217,24.0,1.8,,,,,,,,,,,4.0,0.3,2.0,0.1478,0.0,0.0,2.0,0.148
2016-2017,,,,1.0,0.3,354.0,98.3,0.0,0.0,2.0,0.5556,2.0,0.6,,,,,,,,,,,1.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,0.0,0.0,731.0,98.1,0.0,0.0,2.0,0.2685,8.0,1.1,,,,,,,,,,,4.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,0.0,0.0,370.0,94.4,0.0,0.0,1.0,0.2551,5.0,1.3,,,,,,,,,,,2.0,0.51,0.0,0.0,0.0,0.0,14.0,3.571
2016-2017,,,,0.0,0.0,377.0,99.0,0.0,0.0,0.0,0.0,1.0,0.3,,,,,,,,,,,2.0,0.52,0.0,0.0,0.0,0.0,1.0,0.262
2016-2017,,,,0.0,0.0,129.0,99.2,0.0,0.0,0.0,0.0,1.0,0.8,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,0.0,0.0,284.0,99.0,0.0,0.0,0.0,0.0,2.0,0.7,,,,,,,,,,,1.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,1.0,0.2,563.0,97.7,0.0,0.0,0.0,0.0,10.0,1.7,,,,,,,,,,,2.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,2.0,0.5,406.0,97.1,0.0,0.0,0.0,0.0,8.0,1.9,,,,,,,,,,,2.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,0.0,0.0,461.0,99.4,0.0,0.0,0.0,0.0,3.0,0.6,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,5.0,0.8,596.0,94.9,6.0,0.955,0.0,0.0,15.0,2.4,,,,,,,,,,,6.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,69.0,3.9,1490.0,83.5,53.0,2.971,3.0,0.1682,82.0,4.6,,,,,,,,,,,49.0,2.75,1.0,0.0561,0.0,0.0,37.0,2.074
2016-2017,,,,2.0,0.5,396.0,97.5,1.0,0.246,0.0,0.0,6.0,1.5,,,,,,,,,,,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,2.0,0.4,547.0,97.5,0.0,0.0,0.0,0.0,12.0,2.1,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,7.0,1.3,459.0,88.3,7.0,1.346,0.0,0.0,26.0,5.0,,,,,,,,,,,21.0,4.04,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,4.0,1.8,205.0,91.1,0.0,0.0,0.0,0.0,14.0,6.2,,,,,,,,,,,1.0,0.44,1.0,0.4444,0.0,0.0,0.0,0.0
2016-2017,,,,1.0,0.7,146.0,98.0,0.0,0.0,0.0,0.0,1.0,0.7,,,,,,,,,,,1.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,1.0,0.4,230.0,96.2,1.0,0.418,0.0,0.0,4.0,1.7,,,,,,,,,,,2.0,0.84,1.0,0.4184,0.0,0.0,0.0,0.0
2016-2017,,,,117.0,16.3,447.0,62.3,49.0,6.825,0.0,0.0,61.0,8.5,,,,,,,,,,,42.0,5.85,1.0,0.1393,0.0,0.0,1.0,0.139
2016-2017,,,,0.0,0.0,192.0,98.5,0.0,0.0,0.0,0.0,3.0,1.5,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,43.0,3.4,66.0,5.2,3.0,0.236,2.0,0.1571,1144.0,89.9,,,,,,,,,,,6.0,0.47,1.0,0.0786,0.0,0.0,8.0,0.628
2016-2017,,,,2.0,0.6,312.0,97.2,1.0,0.312,0.0,0.0,3.0,0.9,,,,,,,,,,,3.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,1.0,0.2,429.0,84.6,0.0,0.0,0.0,0.0,68.0,13.4,,,,,,,,,,,8.0,1.58,0.0,0.0,0.0,0.0,1.0,0.197
2016-2017,,,,109.0,32.4,75.0,22.3,1.0,0.298,0.0,0.0,150.0,44.6,,,,,,,,,,,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,26.0,16.9,20.0,13.0,2.0,1.299,0.0,0.0,105.0,68.2,,,,,,,,,,,0.0,0.0,1.0,0.6494,0.0,0.0,0.0,0.0
2016-2017,,,,2.0,0.4,471.0,93.8,0.0,0.0,0.0,0.0,26.0,5.2,,,,,,,,,,,2.0,0.4,1.0,0.1992,0.0,0.0,0.0,0.0
2016-2017,,,,12.0,1.1,178.0,17.0,1.0,0.096,5.0,0.4785,841.0,80.5,,,,,,,,,,,5.0,0.48,3.0,0.2871,0.0,0.0,0.0,0.0
2016-2017,,,,3.0,0.7,363.0,83.6,0.0,0.0,0.0,0.0,60.0,13.8,,,,,,,,,,,2.0,0.46,6.0,1.3825,0.0,0.0,0.0,0.0
2016-2017,,,,7.0,0.9,291.0,38.6,0.0,0.0,0.0,0.0,454.0,60.3,,,,,,,,,,,1.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,32.0,4.5,86.0,12.1,0.0,0.0,1.0,0.1404,582.0,81.7,,,,,,,,,,,11.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,3.0,0.3,7.0,0.8,0.0,0.0,1.0,0.1155,851.0,98.3,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.462
2016-2017,,,,190.0,30.8,379.0,61.5,4.0,0.649,0.0,0.0,33.0,5.4,,,,,,,,,,,10.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,0.0,0.0,318.0,99.1,0.0,0.0,0.0,0.0,3.0,0.9,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,4.0,0.7,152.0,25.7,0.0,0.0,2.0,0.3378,430.0,72.6,,,,,,,,,,,2.0,0.34,0.0,0.0,0.0,0.0,2.0,0.338
2016-2017,,,,7.0,0.9,657.0,80.8,0.0,0.0,1.0,0.123,144.0,17.7,,,,,,,,,,,2.0,0.25,0.0,0.0,0.0,0.0,2.0,0.246
2016-2017,,,,290.0,70.7,41.0,10.0,4.0,0.976,0.0,0.0,62.0,15.1,,,,,,,,,,,11.0,2.68,1.0,0.2439,0.0,0.0,1.0,0.244
2016-2017,,,,41.0,2.3,128.0,7.2,3.0,0.169,5.0,0.2822,1588.0,89.6,,,,,,,,,,,6.0,0.34,1.0,0.0564,0.0,0.0,0.0,0.0
2016-2017,,,,136.0,26.4,326.0,63.2,7.0,1.357,1.0,0.1938,37.0,7.2,,,,,,,,,,,7.0,1.36,1.0,0.1938,0.0,0.0,1.0,0.194
2016-2017,,,,222.0,30.1,22.0,3.0,3.0,0.407,1.0,0.1357,484.0,65.7,,,,,,,,,,,5.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,34.0,2.4,53.0,3.7,0.0,0.0,1.0,0.0703,1332.0,93.6,,,,,,,,,,,2.0,0.14,1.0,0.0703,0.0,0.0,0.0,0.0
2016-2017,,,,386.0,23.3,61.0,3.7,13.0,0.784,12.0,0.7238,1177.0,71.0,,,,,,,,,,,6.0,0.36,3.0,0.1809,0.0,0.0,0.0,0.0
2016-2017,,,,0.0,0.0,283.0,98.6,0.0,0.0,0.0,0.0,4.0,1.4,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,24.0,9.6,208.0,83.2,0.0,0.0,2.0,0.8,6.0,2.4,,,,,,,,,,,9.0,3.6,0.0,0.0,0.0,0.0,1.0,0.4
2016-2017,,,,4.0,0.7,256.0,45.5,0.0,0.0,4.0,0.7105,294.0,52.2,,,,,,,,,,,3.0,0.53,0.0,0.0,0.0,0.0,2.0,0.355
2016-2017,,,,23.0,2.4,5.0,0.5,3.0,0.316,4.0,0.4219,908.0,95.8,,,,,,,,,,,1.0,0.11,0.0,0.0,0.0,0.0,4.0,0.422
2016-2017,,,,162.0,14.1,13.0,1.1,3.0,0.262,2.0,0.1744,964.0,84.0,,,,,,,,,,,3.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,237.0,36.2,7.0,1.1,0.0,0.0,2.0,0.3058,402.0,61.5,,,,,,,,,,,5.0,0.76,0.0,0.0,0.0,0.0,1.0,0.153
2016-2017,,,,7.0,0.5,1380.0,97.2,1.0,0.07,0.0,0.0,18.0,1.3,,,,,,,,,,,10.0,0.7,1.0,0.0704,0.0,0.0,3.0,0.211
2016-2017,,,,243.0,24.9,10.0,1.0,11.0,1.129,4.0,0.4107,701.0,72.0,,,,,,,,,,,5.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,6.0,1.7,121.0,33.7,1.0,0.279,0.0,0.0,225.0,62.7,,,,,,,,,,,4.0,1.11,1.0,0.2786,0.0,0.0,1.0,0.279
2016-2017,,,,37.0,7.9,7.0,1.5,2.0,0.428,0.0,0.0,417.0,89.3,,,,,,,,,,,3.0,0.64,0.0,0.0,0.0,0.0,1.0,0.214
2016-2017,,,,7.0,0.8,479.0,55.6,2.0,0.232,3.0,0.3484,365.0,42.4,,,,,,,,,,,5.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,2.0,0.8,243.0,92.4,0.0,0.0,0.0,0.0,16.0,6.1,,,,,,,,,,,2.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,7.0,0.9,396.0,49.6,1.0,0.125,1.0,0.1253,389.0,48.7,,,,,,,,,,,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,0.0,0.0,304.0,96.2,0.0,0.0,0.0,0.0,11.0,3.5,,,,,,,,,,,1.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,0.0,0.0,281.0,74.9,0.0,0.0,0.0,0.0,90.0,24.0,,,,,,,,,,,4.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,1.0,0.2,460.0,91.1,0.0,0.0,0.0,0.0,44.0,8.7,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,1.0,0.2,418.0,98.8,1.0,0.236,0.0,0.0,3.0,0.7,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,2.0,0.6,313.0,97.5,0.0,0.0,0.0,0.0,6.0,1.9,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,0.0,0.0,286.0,99.0,1.0,0.346,0.0,0.0,1.0,0.3,,,,,,,,,,,1.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,0.0,0.0,229.0,87.1,0.0,0.0,0.0,0.0,33.0,12.5,,,,,,,,,,,1.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,0.0,0.0,424.0,93.4,0.0,0.0,1.0,0.2203,24.0,5.3,,,,,,,,,,,3.0,0.66,1.0,0.2203,0.0,0.0,1.0,0.22
2016-2017,,,,4.0,0.9,420.0,96.8,0.0,0.0,0.0,0.0,9.0,2.1,,,,,,,,,,,1.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,7.0,2.6,213.0,78.9,0.0,0.0,0.0,0.0,49.0,18.1,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.37
2016-2017,,,,2.0,0.4,488.0,96.1,0.0,0.0,0.0,0.0,16.0,3.1,,,,,,,,,,,1.0,0.2,0.0,0.0,0.0,0.0,1.0,0.197
2016-2017,,,,0.0,0.0,230.0,97.9,0.0,0.0,0.0,0.0,5.0,2.1,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,0.0,0.0,397.0,98.3,0.0,0.0,0.0,0.0,4.0,1.0,,,,,,,,,,,1.0,0.25,1.0,0.2475,0.0,0.0,1.0,0.248
2016-2017,,,,1.0,0.3,361.0,95.5,2.0,0.529,0.0,0.0,11.0,2.9,,,,,,,,,,,3.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,1.0,0.2,553.0,98.2,0.0,0.0,0.0,0.0,9.0,1.6,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,4.0,2.9,115.0,84.6,0.0,0.0,0.0,0.0,14.0,10.3,,,,,,,,,,,3.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,0.0,0.0,318.0,95.2,0.0,0.0,0.0,0.0,15.0,4.5,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.299
2016-2017,,,,0.0,0.0,357.0,97.5,0.0,0.0,1.0,0.2732,5.0,1.4,,,,,,,,,,,2.0,0.55,0.0,0.0,0.0,0.0,1.0,0.273
2016-2017,,,,1.0,0.4,272.0,97.8,0.0,0.0,0.0,0.0,4.0,1.4,,,,,,,,,,,1.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,0.0,0.0,501.0,96.5,1.0,0.193,0.0,0.0,15.0,2.9,,,,,,,,,,,2.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017,,,,1.0,0.2,366.0,91.3,1.0,0.249,0.0,0.0,29.0,7.2,,,,,,,,,,,3.0,0.75,1.0,0.2494,0.0,0.0,0.0,0.0
2016-2017,,,,1.0,0.3,313.0,97.8,0.0,0.0,0.0,0.0,4.0,1.3,,,,,,,,,,,1.0,0.31,0.0,0.0,0.0,0.0,1.0,0.313
2016-2017,,,,0.0,0.0,311.0,98.4,0.0,0.0,0.0,0.0,4.0,1.3,,,,,,,,,,,0.0,0.0,1.0,0.3165,0.0,0.0,0.0,0.0
